title_year,title,year,description,language,genres,stars,formatted_length,ratings,votes
Training Day (2001),Training Day,2001,,,"Crime , Drama , Thriller",,122,7.6,97812
The Godfather: Part III (1990),The Godfather: Part III,1990,,,"Crime , Drama , Mystery , Thriller",,162,7.6,96903
Fear and Loathing in Las Vegas (1998),Fear and Loathing in Las Vegas,1998,,,"Adventure , Drama",,118,7.6,93675
A History of Violence (2005),A History of Violence,2005,,,"Action , Crime , Drama , Mystery , Thriller",,96,7.6,90245
Jackie Brown (1997),Jackie Brown,1997,,,"Crime , Drama , Thriller",,154,7.6,94454
The Royal Tenenbaums (2001),The Royal Tenenbaums,2001,,,"Comedy , Drama",,110,7.6,91267
Harry Potter and the Deathly Hallows: Part 1 (2010),Harry Potter and the Deathly Hallows: Part 1,2010,,,"Adventure , Drama , Fantasy , Mystery",,146,7.6,89763
Seven Pounds (2008),Seven Pounds,2008,,,Drama,,123,7.6,78339
High Fidelity (2000),High Fidelity,2000,,,"Comedy , Drama , Music , Romance",,113,7.6,76062
A Few Good Men (1992),A Few Good Men,1992,,,"Crime , Drama , Mystery , Thriller",,138,7.6,71813
The Thin Red Line (1998),The Thin Red Line,1998,,,"Action , Drama , War",,170,7.6,70154
The Crow (1994),The Crow,1994,,,"Action , Crime , Fantasy , Thriller",,102,7.6,63191
RoboCop (1987),RoboCop,1987,,,"Action , Crime , Sci-Fi , Thriller",,102,7.6,62656
Lethal Weapon (1987),Lethal Weapon,1987,,,"Action , Crime , Thriller",,110,7.6,64153
Clerks II (2006),Clerks II,2006,,,Comedy,,97,7.6,61773
Army of Darkness (1992),Army of Darkness,1992,,,"Comedy , Fantasy , Horror",,81,7.6,61422
Who Framed Roger Rabbit (1988),Who Framed Roger Rabbit,1988,,,"Animation , Comedy , Crime , Family , Fantasy , Mystery",,104,7.6,61208
Philadelphia (1993),Philadelphia,1993,,,Drama,,125,7.6,60867
The Blind Side (2009),The Blind Side,2009,,,"Biography , Drama , Sport",,129,7.6,60618
The Hunt for Red October (1990),The Hunt for Red October,1990,,,"Action , Adventure , Thriller",,134,7.6,60207
The Abyss (1989),The Abyss,1989,,,"Action , Adventure , Drama , Mystery , Sci-Fi , Thriller",,138,7.6,57858
The Constant Gardener (2005),The Constant Gardener,2005,,,"Drama , Mystery , Romance , Thriller",,129,7.6,56491
The Evil Dead (1981),The Evil Dead,1981,,,Horror,,85,7.6,52357
Falling Down (1993),Falling Down,1993,,,"Crime , Drama , Thriller",,113,7.6,50786
The Hours (2002),The Hours,2002,,,Drama,,114,7.6,49319
Star Trek: First Contact (1996),Star Trek: First Contact,1996,,,"Action , Adventure , Sci-Fi , Thriller",,111,7.6,48237
The Orphanage (2007),The Orphanage,2007,,,"Drama , Mystery , Thriller",,105,7.6,47817
Lost Highway (1997),Lost Highway,1997,,,"Drama , Mystery , Thriller",,134,7.6,47561
Field of Dreams (1989),Field of Dreams,1989,,,"Drama , Family , Fantasy , Sport",,107,7.6,47548
The Count of Monte Cristo (2002),The Count of Monte Cristo,2002,,,"Action , Adventure , Crime , Drama , History , Romance , Thriller",,131,7.6,47934
Dazed and Confused (1993),Dazed and Confused,1993,,,"Comedy , Drama",,102,7.6,47735
Leaving Las Vegas (1995),Leaving Las Vegas,1995,,,"Drama , Romance",,111,7.6,47550
Animal House (1978),Animal House,1978,,,"Comedy , Romance",,109,7.6,45405
The Naked Gun: From the Files of Police Squad! (1988),The Naked Gun: From the Files of Police Squad!,1988,,,"Action , Comedy , Crime , Romance",,85,7.6,44468
House of Flying Daggers (2004),House of Flying Daggers,2004,,,"Action , Adventure , Drama , Fantasy , Romance",,119,7.6,43958
Fast Five (2011),Fast Five,2011,,,"Action , Crime , Drama , Thriller",,130,7.6,42983
Mad Max 2: The Road Warrior (1981),Mad Max 2: The Road Warrior,1981,,,"Action , Adventure , Sci-Fi , Thriller",,95,7.6,41455
Ghost Dog: The Way of the Samurai (1999),Ghost Dog: The Way of the Samurai,1999,,,"Action , Comedy , Crime , Drama , Thriller",,116,7.6,39327
Boys Don't Cry (1999),Boys Don't Cry,1999,,,"Crime , Drama , Romance",,118,7.6,38540
Dead Alive (1992),Dead Alive,1992,,,"Comedy , Horror",,104,7.6,37309
Elizabeth (1998),Elizabeth,1998,,,"Biography , Drama , History , Romance",,124,7.6,36862
Dead Man Walking (1995),Dead Man Walking,1995,,,"Crime , Drama",,122,7.6,35406
The Omen (1976),The Omen,1976,,,"Horror , Mystery",,111,7.6,33826
Awakenings (1990),Awakenings,1990,,,Drama,,121,7.6,33812
American Graffiti (1973),American Graffiti,1973,,,"Comedy , Drama , Romance",,110,7.6,33649
Witness (1985),Witness,1985,,,"Drama , Romance , Thriller",,112,7.6,32953
The Jungle Book (1967),The Jungle Book,1967,,,"Animation , Adventure , Family , Musical",,78,7.6,32973
Fearless (2006),Fearless,2006,,,"Action , Biography , Drama , Sport",,104,7.6,31444
A Simple Plan (1998),A Simple Plan,1998,,,"Crime , Drama , Thriller",,121,7.6,30793
Notes on a Scandal (2006),Notes on a Scandal,2006,,,"Drama , Thriller",,92,7.6,30238
The Color Purple (1985),The Color Purple,1985,,,Drama,,154,7.6,29791
Enter the Dragon (1973),Enter the Dragon,1973,,,"Action , Crime , Drama , Thriller",,98,7.6,29774
Heavenly Creatures (1994),Heavenly Creatures,1994,,,"Crime , Drama , Fantasy , Romance , Thriller",,99,7.6,29153
The Warriors (1979),The Warriors,1979,,,"Action , Adventure , Crime , Thriller",,92,7.6,28803
The Squid and the Whale (2005),The Squid and the Whale,2005,,,"Comedy , Drama",,81,7.6,26932
Midnight Express (1978),Midnight Express,1978,,,"Biography , Crime , Drama , Thriller",,121,7.6,26771
Escape from Alcatraz (1979),Escape from Alcatraz,1979,,,"Action , Crime , Drama , Thriller",,112,7.6,26435
American Splendor (2003),American Splendor,2003,,,"Biography , Comedy , Drama",,101,7.6,25578
La Vie en Rose (2007),La Vie en Rose,2007,,,"Biography , Drama , Music",,140,7.6,25211
A Single Man (2009),A Single Man,2009,,,Drama,,99,7.6,25043
Shine (1996),Shine,1996,,,"Biography , Drama , Music , Romance",,105,7.6,24578
The Blind Swordsman: Zatoichi (2003),The Blind Swordsman: Zatoichi,2003,,,"Action , Comedy , Crime , Drama , Music",,116,7.6,24247
Waking Life (2001),Waking Life,2001,,,"Animation , Drama , Fantasy , Mystery",,99,7.6,23742
The Last Temptation of Christ (1988),The Last Temptation of Christ,1988,,,Drama,,164,7.6,22770
Blue Valentine (2010),Blue Valentine,2010,,,"Drama , Romance",,112,7.6,22525
Everything Is Illuminated (2005),Everything Is Illuminated,2005,,,"Comedy , Drama",,106,7.6,22379
Straw Dogs (1971),Straw Dogs,1971,,,"Drama , Thriller",,118,7.6,20595
Marathon Man (1976),Marathon Man,1976,,,"Drama , Thriller",,125,7.6,20441
The Devil's Backbone (2001),The Devil's Backbone,2001,,,"Fantasy , Horror , Mystery , Thriller",,106,7.6,19725
Love Me If You Dare (2003),Love Me If You Dare,2003,,,"Comedy , Drama , Romance",,93,7.6,19108
The Counterfeiters (2007),The Counterfeiters,2007,,,"Crime , Drama , War",,98,7.6,18808
After Hours (1985),After Hours,1985,,,"Comedy , Drama , Thriller",,97,7.6,18931
Blow-Up (1966),Blow-Up,1966,,,"Drama , Mystery , Thriller",,111,7.6,18679
The Wind That Shakes the Barley (2006),The Wind That Shakes the Barley,2006,,,"Drama , History , War",,127,7.6,18624
Funny Games (1997),Funny Games,1997,,,"Crime , Drama , Mystery , Thriller",,108,7.6,18292
Bridesmaids (2011),Bridesmaids,2011,,,Comedy,,125,7.6,17826
High Plains Drifter (1973),High Plains Drifter,1973,,,"Thriller , Western",,105,7.6,17595
Maria Full of Grace (2004),Maria Full of Grace,2004,,,"Drama , Thriller , Crime",,101,7.6,17567
"Lust, Caution (2007)","Lust, Caution",2007,,,"Drama , Romance , Thriller , War",,157,7.6,17139
The Great Debaters (2007),The Great Debaters,2007,,,"Biography , Drama",,126,7.6,16529
A Hard Day's Night (1964),A Hard Day's Night,1964,,,"Comedy , Music",,87,7.6,16573
The Guns of Navarone (1961),The Guns of Navarone,1961,,,"Action , Adventure , Drama , War",,158,7.6,15953
Lone Star (1996),Lone Star,1996,,,"Drama , Mystery , Romance , Western",,135,7.6,15196
Gallipoli (1981),Gallipoli,1981,,,"Adventure , Drama , History , War",,110,7.6,15259
Man Bites Dog (1992),Man Bites Dog,1992,,,"Comedy , Crime , Drama",,95,7.6,14662
The Edukators (2004),The Edukators,2004,,,"Crime , Drama , Romance",,127,7.6,14275
Searching for Bobby Fischer (1993),Searching for Bobby Fischer,1993,,,"Comedy , Drama",,109,7.6,14384
Tucker & Dale vs Evil (2010),Tucker & Dale vs Evil,2010,,,"Comedy , Horror",,89,7.6,13647
The Legend of Drunken Master (1994),The Legend of Drunken Master,1994,,,"Action , Comedy",,102,7.6,13468
Batman: Mask of the Phantasm (1993),Batman: Mask of the Phantasm,1993,,,"Animation , Action , Crime , Family , Mystery , Romance , Thriller",,76,7.6,12168
My Life Without Me (2003),My Life Without Me,2003,,,"Drama , Romance",,106,7.6,12181
Tesis (1996),Tesis,1996,,,"Horror , Mystery , Thriller",,125,7.6,11685
Paradise Now (2005),Paradise Now,2005,,,"Crime , Drama , Thriller , War",,90,7.6,11600
Women on the Verge of a Nervous Breakdown (1988),Women on the Verge of a Nervous Breakdown,1988,,,"Comedy , Drama",,90,7.6,11466
Away from Her (2006),Away from Her,2006,,,"Drama , Romance",,110,7.6,11255
Ghost in the Shell 2: Innocence (2004),Ghost in the Shell 2: Innocence,2004,,,"Animation , Drama , Sci-Fi , Thriller",,100,7.6,11247
Get Carter (1971),Get Carter,1971,,,"Crime , Thriller",,112,7.6,11103
A Shot in the Dark (1964),A Shot in the Dark,1964,,,"Comedy , Family , Mystery",,102,7.6,11022
Kontroll (2003),Kontroll,2003,,,"Comedy , Crime , Drama , Romance , Thriller",,105,7.6,10999
The Man Without a Past (2002),The Man Without a Past,2002,,,"Comedy , Crime , Drama , Music , Romance , Thriller",,97,7.6,10965
Hunger (2008),Hunger,2008,,,"Biography , Drama , History",,96,7.6,10739
All That Jazz (1979),All That Jazz,1979,,,"Drama , Fantasy , Music",,123,7.6,10521
Cyrano de Bergerac (1990),Cyrano de Bergerac,1990,,,"Comedy , Drama , History , Romance",,137,7.6,10428
Beautiful Thing (1996),Beautiful Thing,1996,,,"Comedy , Drama , Romance",,90,7.6,9997
A Little Princess (1995),A Little Princess,1995,,,"Drama , Family , Fantasy",,97,7.6,9892
"Play It Again, Sam (1972)","Play It Again, Sam",1972,,,"Comedy , Romance",,85,7.6,9833
Horrible Bosses (2011),Horrible Bosses,2011,,,"Comedy , Crime",,98,7.6,9798
Dreams (1990),Dreams,1990,,,"Drama , Fantasy",,119,7.6,8820
I've Loved You So Long (2008),I've Loved You So Long,2008,,,Drama,,117,7.6,8685
Sin Nombre (2009),Sin Nombre,2009,,,"Adventure , Crime , Drama , Thriller",,0,7.6,8496
Drunken Master (1978),Drunken Master,1978,,,"Comedy , Action",,111,7.6,8471
Fist of Legend (1994),Fist of Legend,1994,,,"Action , Drama",,103,7.6,8361
The Illusionist (2010),The Illusionist,2010,,,"Animation , Comedy , Drama",,80,7.6,8145
"What's Up, Doc? (1972)","What's Up, Doc?",1972,,,"Comedy , Romance",,94,7.6,8155
El Dorado (1966),El Dorado,1966,,,"Western , Action , Adventure",,126,7.6,7961
The Last Detail (1973),The Last Detail,1973,,,"Comedy , Drama",,104,7.6,7843
The Music Man (1962),The Music Man,1962,,,"Musical , Comedy , Family , Romance",,151,7.6,7833
Pierrot le Fou (1965),Pierrot le Fou,1965,,,"Comedy , Crime , Drama , Musical , Romance",,110,7.6,7742
Iron Monkey (1993),Iron Monkey,1993,,,"Action , Crime , Drama",,90,7.6,7656
Water (2005),Water,2005,,,"Drama , Romance",,117,7.6,7570
Gangster's Paradise: Jerusalema (2008),Gangster's Paradise: Jerusalema,2008,,,"Action , Crime , Drama",,119,7.6,7533
Knife in the Water (1962),Knife in the Water,1962,,,Drama,,94,7.6,7456
The Long Goodbye (1973),The Long Goodbye,1973,,,"Crime , Drama , Thriller , Mystery",,112,7.6,7406
The Flight of the Phoenix (1965),The Flight of the Phoenix,1965,,,"Adventure , Drama",,142,7.6,7368
Little Manhattan (2005),Little Manhattan,2005,,,"Comedy , Family , Romance",,84,7.6,7000
12 (2007),12,2007,,,"Crime , Drama , Thriller , War",,159,7.6,6688
Death in Venice (1971),Death in Venice,1971,,,"Drama , Fantasy",,130,7.6,6621
The Bear (1988),The Bear,1988,,,"Adventure , Family , Drama",,96,7.6,6481
Get Real (1998),Get Real,1998,,,"Comedy , Drama , Romance , Sport",,108,7.6,6397
Kal Ho Naa Ho (2003),Kal Ho Naa Ho,2003,,,"Drama , Romance",,186,7.6,6343
Horror of Dracula (1958),Horror of Dracula,1958,,,Horror,,82,7.6,6355
Last Life in the Universe (2003),Last Life in the Universe,2003,,,"Comedy , Drama , Romance",,112,7.6,6113
Shoot the Piano Player (1960),Shoot the Piano Player,1960,,,"Crime , Drama , Music , Romance , Thriller",,0,7.6,6082
The Band's Visit (2007),The Band's Visit,2007,,,"Comedy , Drama , Music",,87,7.6,6080
Lenny (1974),Lenny,1974,,,"Biography , Drama",,111,7.6,6093
L'appartement (1996),L'appartement,1996,,,"Drama , Mystery , Romance",,116,7.6,6060
The Wedding Banquet (1993),The Wedding Banquet,1993,,,"Comedy , Drama , Romance",,106,7.6,6015
We Children from Bahnhof Zoo (1981),We Children from Bahnhof Zoo,1981,,,"Biography , Drama",,138,7.6,5987
Life is a Miracle (2004),Life is a Miracle,2004,,,"Comedy , Romance , Music , Drama , War",,155,7.6,5756
Maurice (1987),Maurice,1987,,,"Drama , Romance",,140,7.6,5633
Kes (1969),Kes,1969,,,Drama,,110,7.6,5560
Brothers (2004),Brothers,2004,,,"Drama , War",,117,7.6,5522
Ride the High Country (1962),Ride the High Country,1962,,,"Adventure , Drama , Romance , Western",,94,7.6,5389
"Suddenly, Last Summer (1959)","Suddenly, Last Summer",1959,,,"Drama , Mystery , Thriller",,114,7.6,5383
Mondays in the Sun (2002),Mondays in the Sun,2002,,,Drama,,113,7.6,5329
Days of Being Wild (1990),Days of Being Wild,1990,,,"Crime , Drama , Romance",,94,7.6,5300
Santa Sangre (1989),Santa Sangre,1989,,,"Drama , Horror , Mystery , Thriller",,123,7.6,5350
Bullet in the Head (1990),Bullet in the Head,1990,,,"Action , Crime , Drama , History , Thriller , War",,136,7.6,5240
Seconds (1966),Seconds,1966,,,"Sci-Fi , Thriller , Mystery , Drama",,100,7.6,5009
The Night of the Iguana (1964),The Night of the Iguana,1964,,,Drama,,125,7.6,4785
Revanche (2008),Revanche,2008,,,"Crime , Drama , Romance , Thriller",,121,7.6,4702
A Woman Is a Woman (1961),A Woman Is a Woman,1961,,,"Comedy , Drama , Musical , Romance",,0,7.6,4577
Not One Less (1999),Not One Less,1999,,,"Comedy , Drama",,106,7.6,4458
Fantastic Planet (1973),Fantastic Planet,1973,,,"Animation , Drama , Sci-Fi",,72,7.6,4370
The Spy Who Came in from the Cold (1965),The Spy Who Came in from the Cold,1965,,,Drama,,112,7.6,4252
Trust (1990),Trust,1990,,,"Comedy , Drama",,107,7.6,4249
The Band Wagon (1953),The Band Wagon,1953,,,"Comedy , Musical , Romance",,0,7.6,4156
The Professional (1981),The Professional,1981,,,"Action , Crime , Drama , Thriller",,108,7.6,4131
Born Yesterday (1950),Born Yesterday,1950,,,"Comedy , Drama , Romance",,103,7.6,4117
Memories (1995),Memories,1995,,,"Animation , Fantasy , Sci-Fi , Thriller",,113,7.6,4062
All That Heaven Allows (1955),All That Heaven Allows,1955,,,"Drama , Romance",,89,7.6,4041
Twelve and Holding (2005),Twelve and Holding,2005,,,Drama,,94,7.6,3954
The Diary of Anne Frank (1959),The Diary of Anne Frank,1959,,,"Biography , Drama , History , War",,180,7.6,3922
Train of Life (1998),Train of Life,1998,,,"Romance , War , Comedy , Drama",,103,7.6,3879
The Desperate Hours (1955),The Desperate Hours,1955,,,"Film-Noir , Drama , Thriller",,112,7.6,3791
Lilies of the Field (1963),Lilies of the Field,1963,,,"Drama , Comedy",,94,7.6,3739
The Enemy Below (1957),The Enemy Below,1957,,,"Action , Adventure , Drama , Thriller , War",,98,7.6,3746
A Man and a Woman (1966),A Man and a Woman,1966,,,"Drama , Romance",,102,7.6,3638
The Nun's Story (1959),The Nun's Story,1959,,,Drama,,149,7.6,3625
All About Lily Chou-Chou (2001),All About Lily Chou-Chou,2001,,,"Crime , Drama , Music , Romance , Thriller",,146,7.6,3524
Faces (1968),Faces,1968,,,Drama,,130,7.6,3488
Behind the Sun (2001),Behind the Sun,2001,,,Drama,,105,7.6,3473
La C\xe9r\xe9monie (1995),La C\xe9r\xe9monie,1995,,,"Crime , Drama , Thriller",,112,7.6,3452
The Man in the White Suit (1951),The Man in the White Suit,1951,,,"Comedy , Sci-Fi , Drama",,85,7.6,3448
Scum (1979),Scum,1979,,,"Crime , Drama",,98,7.6,3441
Twin Sisters (2002),Twin Sisters,2002,,,"Drama , Romance , War",,137,7.6,3408
Tekkonkinkreet (2006),Tekkonkinkreet,2006,,,"Animation , Action , Adventure , Crime",,0,7.6,3363
Tokyo Sonata (2008),Tokyo Sonata,2008,,,Drama,,120,7.6,3252
Shock Corridor (1963),Shock Corridor,1963,,,"Drama , Mystery",,101,7.6,3231
Earth (1998),Earth,1998,,,"Drama , Romance , War",,110,7.6,3165
Diary of a Chambermaid (1964),Diary of a Chambermaid,1964,,,"Crime , Drama",,101,7.6,3120
Summertime (1955),Summertime,1955,,,"Romance , Drama",,99,7.6,3114
The Firemen's Ball (1967),The Firemen's Ball,1967,,,"Comedy , Drama",,71,7.6,3091
Samurai I: Musashi Miyamoto (1954),Samurai I: Musashi Miyamoto,1954,,,"Action , Adventure , Biography , Drama , History",,93,7.6,3086
The Wild Child (1970),The Wild Child,1970,,,Drama,,83,7.6,2991
The Ruling Class (1972),The Ruling Class,1972,,,"Comedy , Music",,154,7.6,2992
The Flight of Dragons (1982),The Flight of Dragons,1982,,,"Animation , Adventure , Family , Fantasy , Romance",,96,7.6,2912
Red Sorghum (1988),Red Sorghum,1988,,,"Drama , War",,91,7.6,2893
"Don't Worry, I'm Fine (2006)","Don't Worry, I'm Fine",2006,,,Drama,,100,7.6,2855
The Swimmer (1968),The Swimmer,1968,,,Drama,,95,7.6,2846
The Trap (2007),The Trap,2007,,,"Crime , Drama , Thriller",,0,7.6,2827
Le Boucher (1970),Le Boucher,1970,,,"Drama , Thriller",,93,7.6,2818
My Father's Glory (1990),My Father's Glory,1990,,,"Adventure , Biography , Drama",,105,7.6,2811
Summer Wars (2009),Summer Wars,2009,,,"Romance , Animation , Adventure , Comedy , Sci-Fi",,114,7.6,2805
Saturday Night and Sunday Morning (1960),Saturday Night and Sunday Morning,1960,,,"Drama , Romance",,89,7.6,2738
Killing the Shadows (2006),Killing the Shadows,2006,,,"Comedy , Drama",,135,7.6,2683
Loves of a Blonde (1965),Loves of a Blonde,1965,,,"Comedy , Romance , Drama",,0,7.6,2670
Grave Decisions (2006),Grave Decisions,2006,,,"Comedy , Drama",,104,7.6,2655
Baran (2001),Baran,2001,,,"Drama , Romance",,94,7.6,2614
La Belle Noiseuse (1991),La Belle Noiseuse,1991,,,Drama,,236,7.6,2621
Mountain Patrol (2004),Mountain Patrol,2004,,,"Action , Drama",,85,7.6,2597
A Room for Romeo Brass (1999),A Room for Romeo Brass,1999,,,"Comedy , Drama",,90,7.6,2591
City of Life and Death (2009),City of Life and Death,2009,,,"Drama , History , War",,132,7.6,2585
The Importance of Being Earnest (1952),The Importance of Being Earnest,1952,,,"Comedy , Drama",,95,7.6,2576
Claire's Knee (1970),Claire's Knee,1970,,,"Drama , Romance",,105,7.6,2531
Small Change (1976),Small Change,1976,,,"Comedy , Drama",,104,7.6,2503
The Match Factory Girl (1990),The Match Factory Girl,1990,,,"Drama , Comedy",,68,7.6,2500
Vitus (2006),Vitus,2006,,,"Drama , Music",,100,7.6,2497
For a Lost Soldier (1992),For a Lost Soldier,1992,,,"Drama , Romance , War",,92,7.6,2494
La cit\xe9 de la peur (1994),La cit\xe9 de la peur,1994,,,Comedy,,93,7.6,2467
Prince of the City (1981),Prince of the City,1981,,,"Drama , Thriller",,167,7.6,2461
Gunda (1998),Gunda,1998,,,"Action , Comedy",,0,7.6,2429
The First Day of the Rest of Your Life (2008),The First Day of the Rest of Your Life,2008,,,Drama,,114,7.6,2390
Dodes'ka-den (1970),Dodes'ka-den,1970,,,Drama,,140,7.6,2371
The Garden of the Finzi-Continis (1970),The Garden of the Finzi-Continis,1970,,,"Drama , History , War",,94,7.6,2313
The Thief (1997),The Thief,1997,,,Drama,,96,7.6,2260
Monsieur Hire (1989),Monsieur Hire,1989,,,"Crime , Drama , Thriller",,81,7.6,2261
Mother of Mine (2005),Mother of Mine,2005,,,Drama,,111,7.6,2182
Prisoner of the Mountains (1996),Prisoner of the Mountains,1996,,,"Drama , War",,99,7.6,2151
Les Tontons Flingueurs (1963),Les Tontons Flingueurs,1963,,,"Comedy , Action , Crime",,105,7.6,2101
The Dresser (1983),The Dresser,1983,,,Drama,,118,7.6,2089
The White Balloon (1995),The White Balloon,1995,,,"Drama , Family",,85,7.6,2047
Solas (1999),Solas,1999,,,Drama,,101,7.6,1999
Do You Remember Dolly Bell? (1981),Do You Remember Dolly Bell?,1981,,,"Comedy , Drama , Romance",,110,7.6,1999
Bigger Than Life (1956),Bigger Than Life,1956,,,Drama,,95,7.6,1950
Bombay (1995),Bombay,1995,,,"Drama , Musical , Romance",,141,7.6,1923
Blame it on Fidel (2006),Blame it on Fidel,2006,,,"Drama , History",,99,7.6,1895
The River (1951),The River,1951,,,"Drama , Romance",,99,7.6,1894
Mr. Klein (1976),Mr. Klein,1976,,,"Crime , Drama , Mystery , Thriller , War",,123,7.6,1904
